daily_discussion_date,vader_pos,vader_neu,vader_neg,vader_compound,socialsent_compound,socialsent_neu,socialsent_pos,socialsent_neg,vader_votes_compound,vader_votes_neu,vader_votes_neg,vader_votes_pos,socialsent_votes_compound,socialsent_votes_neu,socialsent_votes_neg,socialsent_votes_pos,vader_child_compound,vader_child_neu,vader_child_neg,vader_child_pos,socialsent_child_compound,socialsent_child_neu,socialsent_child_neg,socialsent_child_pos,None,Long-term Holder,Bitcoin Skeptic,Bearish,Bullish,num_comments,num_child,num_word
2017-11-01 00:00:00,0.1998,0.6666,0.1338,0.23262,-0.25888,0.3822,0.2624,0.3554,0.114936170213,0.71470212766,0.170510638298,0.0181404255319,-0.247687234043,0.388659574468,0.319404255319,0.291936170213,0.04375,0.74325,0.213083333333,-0.345708333333,-0.057675,0.372083333333,0.419333333333,0.208583333333,1,0,0,0,0,5,2.4,225.2
2017-11-01 01:00:00,0.06075,0.809416666667,0.129916666667,-0.136741666667,-0.225933333333,0.375833333333,0.243,0.38125,-0.0036847826087,0.789467391304,0.214391304348,-0.509783695652,-0.34864673913,0.39572826087,0.219282608696,0.385,0.0421666666667,0.854333333333,0.104041666667,-0.146458333333,-0.0153208333333,0.37675,0.320125,0.303125,1,0,0,0,0,12,2.0,112.75
2017-11-01 02:00:00,0.0967333333333,0.824166666667,0.0791,0.0560333333333,-0.02193,0.461433333333,0.273966666667,0.264366666667,0.0881377777778,0.847075555556,0.0647911111111,0.0994591111111,-0.0652631111111,0.518288888889,0.234408888889,0.247106666667,0.0898064516129,0.829483870968,0.0806774193548,0.117677419355,-0.219577419355,0.444774193548,0.244935483871,0.310193548387,1,0,0,0,0,30,1.03333333333,179.966666667
2017-11-01 03:00:00,0.1114,0.8187,0.0699,0.08255,-0.14318,0.4458,0.2124,0.3418,0.118543859649,0.777315789474,0.104140350877,-0.0859,-0.208363157895,0.489473684211,0.243526315789,0.266824561404,0.0607777777778,0.799333333333,0.139888888889,-0.193744444444,-0.283155555556,0.473888888889,0.150444444444,0.375777777778,1,0,0,0,0,10,0.9,161.0
2017-11-01 04:00:00,0.0928333333333,0.795041666667,0.0705,0.069375,0.0616708333333,0.323958333333,0.310166666667,0.324083333333,0.120227848101,0.767544303797,0.124974683544,0.0344265822785,0.0283240506329,0.267050632911,0.319341772152,0.426139240506,0.0868095238095,0.782,0.0836666666667,0.00677619047619,0.0322380952381,0.293333333333,0.313285714286,0.345571428571,1,0,0,0,0,24,0.875,110.75
2017-11-01 05:00:00,0.0940408163265,0.804755102041,0.060387755102,0.0902204081633,0.0903734693878,0.355040816327,0.317693877551,0.286489795918,0.105180921053,0.842315789474,0.0360822368421,0.204022697368,0.292332236842,0.388453947368,0.318815789474,0.276322368421,0.09685,0.8458,0.057375,0.15062,0.17199,0.4332,0.294875,0.27205,1,0,0,0,0,49,0.816326530612,131.897959184
2017-11-01 06:00:00,0.13131372549,0.805078431373,0.0635882352941,0.118394117647,0.142950980392,0.414411764706,0.349352941176,0.236294117647,0.0934246575342,0.834359589041,0.0722123287671,0.0179325342466,0.138999315068,0.40779109589,0.332078767123,0.260359589041,0.0903488372093,0.811604651163,0.0980465116279,0.0333906976744,0.200258139535,0.419720930233,0.359534883721,0.22076744186,1,0,0,0,0,51,0.843137254902,116.509803922
2017-11-01 07:00:00,0.112344827586,0.839827586207,0.0477586206897,0.0761034482759,0.0475568965517,0.38424137931,0.325482758621,0.290224137931,0.0832089552239,0.848335820896,0.0684253731343,-0.0348641791045,-0.0320014925373,0.314708955224,0.348097014925,0.337358208955,0.0569090909091,0.893060606061,0.0499090909091,0.0458545454545,0.00323636363636,0.405666666667,0.285272727273,0.30903030303,1,0,0,0,0,58,0.568965517241,103.413793103
2017-11-01 08:00:00,0.119342857143,0.796485714286,0.0842571428571,0.0684085714286,-0.00159142857143,0.3426,0.323885714286,0.333514285714,0.109124223602,0.849335403727,0.0415776397516,0.136975776398,-0.00740621118012,0.345614906832,0.256968944099,0.397366459627,0.102033333333,0.794066666667,0.103833333333,0.0153466666667,-0.0223166666667,0.300766666667,0.295533333333,0.403666666667,1,0,0,0,0,35,0.857142857143,106.914285714
2017-11-01 09:00:00,0.112294117647,0.828176470588,0.0595882352941,0.155835294118,0.0972147058824,0.382264705882,0.363529411765,0.254088235294,0.0769491525424,0.845389830508,0.077686440678,0.0579033898305,-0.0440508474576,0.395898305085,0.279813559322,0.324203389831,0.079696969697,0.869757575758,0.0506666666667,0.156724242424,0.0722787878788,0.412878787879,0.313272727273,0.273818181818,1,0,0,0,0,34,0.970588235294,125.294117647
2017-11-01 10:00:00,0.07753125,0.8125,0.07871875,-0.04585625,-0.0699375,0.36303125,0.28728125,0.31846875,0.0743211678832,0.82303649635,0.0588394160584,-0.00873649635036,-0.0622518248175,0.42303649635,0.253744525547,0.279350364964,0.0421224489796,0.830081632653,0.107387755102,-0.224104081633,-0.0835469387755,0.373755102041,0.273285714286,0.332551020408,1,0,0,0,0,32,1.53125,192.09375
2017-11-01 11:00:00,0.137426666667,0.780053333333,0.0692,0.151162666667,0.029116,0.35596,0.33996,0.290706666667,0.130559027778,0.780548611111,0.0854097222222,0.0885822916667,-0.00173402777778,0.338229166667,0.357322916667,0.3009375,0.114507692308,0.810784615385,0.0747076923077,0.165472307692,-0.032,0.376215384615,0.295415384615,0.328307692308,1,0,0,0,0,75,0.866666666667,144.026666667
2017-11-01 12:00:00,0.120746835443,0.809025316456,0.0701898734177,0.169581012658,0.00338227848101,0.407594936709,0.285075949367,0.307291139241,0.113798076923,0.807598557692,0.0785504807692,-0.0294151442308,-0.125811298077,0.393588942308,0.298435096154,0.30796875,0.130236111111,0.800388888889,0.0693611111111,0.00717222222222,-0.148144444444,0.407486111111,0.2805,0.312,1,0,0,0,0,79,0.911392405063,168.569620253
