daily_discussion_date,vader_pos,vader_neu,vader_neg,vader_compound,socialsent_compound,socialsent_neu,socialsent_pos,socialsent_neg,vader_votes_compound,vader_votes_neu,vader_votes_neg,vader_votes_pos,socialsent_votes_compound,socialsent_votes_neu,socialsent_votes_neg,socialsent_votes_pos,vader_child_compound,vader_child_neu,vader_child_neg,vader_child_pos,socialsent_child_compound,socialsent_child_neu,socialsent_child_neg,socialsent_child_pos,None,Long-term Holder,Bitcoin Skeptic,Bearish,Bullish,num_comments,num_child,num_word
2017-10-01 00:00:00,0.1195,0.8615,0.019,0.9269,0.83465,0.386,0.341,0.2735,0.103711111111,0.889533333333,0.00675555555556,0.91994,0.899577777778,0.425311111111,0.337777777778,0.237733333333,0.0950012249388,0.904997825109,9.49952502375e-07,0.916100539973,0.935394962752,0.446996950152,0.336000249988,0.218002774861,1,0,0,0,0,2,2.0001,1028.0
2017-10-01 01:00:00,0.0,0.917,0.083,-0.3089,0.7398,0.248,0.504,0.249,0.0,0.917,0.083,-0.3089,0.7398,0.248,0.504,0.249,0.0,0.917,0.083,-0.3089,0.7398,0.248,0.504,0.249,1,0,0,0,0,1,3.0001,213.0
2017-10-01 02:00:00,0.0525,0.844,0.1035,-0.135875,0.146375,0.28975,0.26375,0.4465,-0.07,1.05644444444,0.0135555555556,-0.235855555556,0.450811111111,0.378777777778,0.262,0.359222222222,0.0699976669777,0.792006932409,0.137995400613,-0.181160628583,0.208924993334,0.386320457272,0.351654946007,0.26202459672,1,0,0,0,0,4,0.7501,47.75
2017-10-01 03:00:00,0.048,0.91525,0.03675,0.125775,0.2694625,0.439125,0.279125,0.281875,0.0755384615385,0.860423076923,0.0640384615385,0.216453846154,0.425073076923,0.360923076923,0.349269230769,0.289653846154,0.06699810019,0.89625189981,0.03675,0.258374240076,0.479116534597,0.359507961704,0.349242988201,0.291374050095,1,0,0,0,0,8,1.0001,128.0
2017-10-01 04:00:00,0.0433333333333,0.956666666667,0.0,0.152466666667,0.150433333333,0.631,0.233,0.135666666667,0.156,0.844,0.0,0.54888,1.23492,0.5788,0.4446,-0.0246,1.29961011696e-05,0.999987003899,0.0,4.57262821154e-05,-0.385039358193,0.496040487854,0.21900419874,0.284955213436,1,0,0,0,0,3,0.333433333333,102.666666667
2017-10-01 05:00:00,0.0866666666667,0.900333333333,0.013,0.396233333333,0.157766666667,0.305666666667,0.340666666667,0.353333333333,0.103611111111,0.889888888889,0.0065,0.592938888889,0.225011111111,0.351444444444,0.3,0.347833333333,0.100499481269,0.894625214054,0.00487530467607,0.506570862343,0.265808448433,0.319124495331,0.326250540605,0.354124970314,1,0,0,0,0,3,2.66676666667,275.333333333
2017-10-01 06:00:00,0.07825,0.74825,0.17375,-0.124225,-0.15685,0.3405,0.323,0.33625,0.188708333333,0.7295,0.082,0.448091666667,-0.0997166666667,0.351875,0.363125,0.285041666667,0.22794012395,0.677028488605,0.095031487405,0.510346171531,-0.381710055978,0.34199940024,0.334995201919,0.323005297881,1,0,0,0,0,4,0.2501,145.5
2017-10-01 07:00:00,0.0,1.0,0.0,0.0,0.229466666667,0.330333333333,0.405333333333,0.264333333333,0.0,1.0,0.0,0.0,0.228390909091,0.376545454545,0.367909090909,0.255545454545,0.0,1.0,0.0,0.0,0.230649822527,0.279507623856,0.446493825926,0.273998550217,1,0,0,0,0,3,0.666766666667,108.666666667
2017-10-01 08:00:00,0.118545454545,0.832272727273,0.0491818181818,0.101845454545,0.395545454545,0.287909090909,0.478181818182,0.233909090909,0.0812926829268,0.863463414634,0.055243902439,-0.00844146341463,0.425131707317,0.303707317073,0.433414634146,0.262853658537,0.0732346032259,0.852459830322,0.0743055664521,-0.118458281992,0.362841228819,0.336457430525,0.406775272862,0.256690380045,1,0,0,0,0,11,1.18191818182,146.181818182
2017-10-01 09:00:00,0.082,0.9104,0.0076,0.33528,0.39898,0.586,0.2522,0.1618,0.0851818181818,0.909636363636,0.00518181818182,0.282290909091,0.239304545455,0.656590909091,0.208818181818,0.134590909091,0.155981504624,0.844016595851,1.89952511872e-06,0.457869352662,0.609497370657,0.339561609598,0.455449187703,0.204989202699,1,0,0,0,0,5,0.4001,160.6
2017-10-01 10:00:00,0.1945,0.7135,0.092,0.0582,0.284533333333,0.294166666667,0.460333333333,0.245333333333,0.155642857143,0.693178571429,0.151178571429,-0.276703571429,-0.159075,0.266428571429,0.421214285714,0.312357142857,0.204998950105,0.703001049895,0.092,0.0354856047729,0.333445108822,0.29150026664,0.480664633537,0.227668433157,1,0,0,0,0,6,1.0001,95.0
2017-10-01 11:00:00,0.1125,0.8265,0.0606666666667,0.02485,0.378816666667,0.307833333333,0.425166666667,0.267166666667,0.137727272727,0.801909090909,0.0595757575758,0.288927272727,0.642624242424,0.30996969697,0.393636363636,0.296575757576,0.0802038755349,0.851596988361,0.0675991680998,0.0567561712594,0.319907069152,0.248207155141,0.455796324441,0.295996540415,1,0,0,0,0,6,0.833433333333,357.833333333
