,time,vader_pos,vader_neu,vader_neg,vader_compound,socialsent_compound,socialsent_neu,socialsent_pos,socialsent_neg,vader_votes_compound,vader_votes_neu,vader_votes_neg,vader_votes_pos,socialsent_votes_compound,socialsent_votes_neu,socialsent_votes_neg,socialsent_votes_pos,vader_child_compound,vader_child_neu,vader_child_neg,vader_child_pos,socialsent_child_compound,socialsent_child_neu,socialsent_child_neg,socialsent_child_pos,None,Long-term Holder,Bitcoin Skeptic,Bearish,Bullish,num_comments,num_child,num_word,close,change,last_close
0,2017-09-01 00:00:00,0.10414285714299999,0.842285714286,0.0535714285714,0.09004285714289999,0.181042857143,0.530142857143,0.350857142857,0.11885714285700001,0.242556124429,0.606086613575,0.151357261997,-0.009405215453969999,0.583092742603,0.184329682769,0.46751673353100004,0.34783358865999997,0.0826030155778,0.8723957845899999,0.045001199831999995,0.0763619153319,0.17712054912300002,0.624786749855,0.337001939728,0.038211290419300006,1,0,0,0,0,7,0.714385714286,90.0,4715.8,-0.008664489588192813,4756.66
1,2017-09-01 01:00:00,0.04733333333330001,0.883166666667,0.0695,0.0158083333333,0.099075,0.35875,0.318583333333,0.322666666667,0.0317339573084,0.754805134461,0.21346090823,-0.129400858299,0.51170682806,0.0639117935283,0.609555027799,0.32699982667399996,0.034251962205699996,0.945990576414,0.0197574613808,0.062343019797,0.0116756099085,0.421115645153,0.30387720591899997,0.27475718642200003,1,0,0,0,0,12,0.666766666667,83.75,4720.29,0.0009512127432847944,4715.8
2,2017-09-01 02:00:00,0.0811666666667,0.8685,0.05033333333330001,0.04986666666669999,0.1553,0.46799999999999997,0.384333333333,0.147666666667,0.189745928278,0.527137801082,0.28311627064,-0.12960576978399999,0.384985136807,-0.351719260528,1.02322604152,0.328493219004,0.0630021797384,0.876599028117,0.0603987921449,-0.0123925288965,0.0770293924729,0.6887735071789999,0.240217293925,0.07100919889610001,1,0,0,0,0,6,0.833433333333,47.6666666667,4732.07,0.0024893968178830287,4720.29
3,2017-09-01 03:00:00,0.0614,0.8759,0.0626,0.0337,0.25513,0.4197,0.3305,0.25,0.0935645181626,0.7662632529729999,0.140150488033,-0.133935486185,0.503379385883,0.342219075672,0.31415252929299997,0.34399795656599996,0.06790849922730001,0.8671826106720001,0.0647270793564,0.0286913644214,0.434138271975,0.321099872739,0.43462689755500006,0.244636851195,1,0,0,0,0,10,1.1001,165.7,4742.91,0.0022855166975549075,4732.07
4,2017-09-01 04:00:00,0.119967741935,0.848290322581,0.0316774193548,0.265722580645,0.153187096774,0.376129032258,0.39829032258100006,0.225451612903,0.109400198542,0.8287943056829999,0.061629740289699995,0.166125507581,-0.168423654586,0.35223681251999994,0.328843728997,0.318822488184,0.09563807777180001,0.8573857228239999,0.046862566501,0.19410277321400002,0.0136121064198,0.34591121989100004,0.371797321098,0.282200547234,1,0,0,0,0,31,1.4194548387099999,201.225806452,4789.0,0.009624138651075413,4742.91
5,2017-09-01 05:00:00,0.102317073171,0.846756097561,0.050902439024400004,0.16546585365900002,0.132446341463,0.379780487805,0.347487804878,0.272829268293,0.08683280957100001,0.8485075777609999,0.0646545361239,0.0378016417425,-0.0339599884977,0.417679414286,0.27267160785,0.309760652697,0.0924484331954,0.8495260169300001,0.05799923429309999,0.0636583529146,-0.0592372130902,0.35268713375699995,0.34368462086999996,0.3036808818,1,0,0,0,0,41,0.926929268293,193.268292683,4793.01,0.0008366350164093582,4789.0
6,2017-09-01 06:00:00,0.0763703703704,0.85637037037,0.0672962962963,0.0409148148148,-0.18943333333299997,0.38329629629600004,0.258592592593,0.35792592592600003,0.0863575507763,0.824945732537,0.0887976325357,0.060682996568,-0.235324551318,0.36318398443300004,0.263568684078,0.373045497038,0.0703756744033,0.8481259275,0.08149840226310001,0.0463785519962,-0.235632302616,0.373501101959,0.23675245701499997,0.38962143425499995,1,0,0,0,0,27,0.888988888889,159.814814815,4800.0,0.0014562499999999545,4793.01
7,2017-09-01 07:00:00,0.105026315789,0.8052105263160001,0.0898421052632,-0.0176236842105,0.04768947368419999,0.40363157894699997,0.338026315789,0.258368421053,0.11701136258099999,0.8052380939910001,0.077905301903,-0.0761985406613,-0.0392686852261,0.403797611537,0.343237859478,0.253059763963,0.154954241303,0.795924434121,0.049198247948400005,0.08008187380310001,0.17145498811700002,0.42061290273,0.363880836647,0.21546780855099998,1,0,0,0,0,38,0.6843105263160001,151.289473684,4822.0,0.004562422231439237,4800.0
8,2017-09-01 08:00:00,0.144977272727,0.773477272727,0.0815681818182,0.0922931818182,0.1376375,0.37870454545500004,0.34213636363600003,0.279159090909,0.139673259488,0.772373988113,0.08794167288999999,0.09602483978229999,0.111887608308,0.36284526194399996,0.33388385767900003,0.303329050705,0.142589122397,0.778277308441,0.07913357138410002,0.181024657367,0.20900191103500002,0.36981198060599996,0.34553300121799996,0.284721678325,1,0,0,0,0,88,1.0228272727299998,106.363636364,4857.03,0.007212226401731047,4822.0
9,2017-09-01 09:00:00,0.14102307692299998,0.807846153846,0.0511461538462,0.171794615385,0.0885669230769,0.396207692308,0.326453846154,0.277384615385,0.150990761566,0.810169954789,0.038832572878199995,0.23353377492400001,0.11621642182700001,0.388165781979,0.341174068539,0.270738448323,0.123176933332,0.827897827735,0.0489502378909,0.22136879613000002,0.149628385008,0.40909027105400003,0.319925707215,0.271009024022,1,0,0,0,0,130,0.923176923077,132.9,4831.11,-0.005365226624937142,4857.03
