daily_discussion_date,vader_pos,vader_neu,vader_neg,vader_compound,socialsent_compound,socialsent_neu,socialsent_pos,socialsent_neg,None,Long-term Holder,Bitcoin Skeptic,Bearish,Bullish,num_comments,num_child,num_word
2017-11-23 11,0.0371034482759,0.930551724138,0.0323448275862,0.0647379310345,0.00525517241379,0.455137931034,0.261896551724,0.283034482759,0.827586206897,0.137931034483,0.0,0.0344827586207,0.0,29,0.931034482759,155.896551724
2017-11-23 12,0.107166666667,0.795708333333,0.0970416666667,-0.0455541666667,-0.0241458333333,0.4,0.319875,0.280083333333,0.75,0.166666666667,0.0,0.0,0.0833333333333,24,0.583333333333,158.25
2017-11-23 13,0.061724137931,0.867586206897,0.0706896551724,0.00180344827586,-0.0102551724138,0.409448275862,0.256655172414,0.334103448276,0.827586206897,0.0689655172414,0.0,0.0689655172414,0.0344827586207,29,0.896551724138,161.103448276
2017-11-23 14,0.138741935484,0.780225806452,0.081,0.1547,0.076535483871,0.364548387097,0.319451612903,0.316,0.806451612903,0.0645161290323,0.0645161290323,0.0322580645161,0.0322580645161,31,0.967741935484,138.064516129
2017-11-23 15,0.156065217391,0.756956521739,0.087,0.125986956522,0.278560869565,0.356913043478,0.385869565217,0.257347826087,0.978260869565,0.0217391304348,0.0,0.0,0.0,46,0.891304347826,165.347826087
2017-11-23 16,0.10194,0.83518,0.0629,0.070604,0.03129,0.41324,0.31266,0.27414,0.7,0.12,0.04,0.04,0.1,50,0.54,164.22
2017-11-23 17,0.114857142857,0.806628571429,0.0786,0.110794285714,-0.0185628571429,0.381657142857,0.3114,0.307028571429,0.742857142857,0.171428571429,0.0,0.0,0.0857142857143,35,0.971428571429,157.0
2017-11-23 18,0.0738,0.780977777778,0.145222222222,-0.127971111111,0.00343333333333,0.3678,0.336955555556,0.295177777778,0.666666666667,0.244444444444,0.0,0.0,0.0888888888889,45,0.888888888889,103.533333333
2017-11-23 19,0.12601754386,0.777684210526,0.096298245614,0.0157245614035,0.089701754386,0.39849122807,0.313210526316,0.288298245614,0.859649122807,0.0877192982456,0.0,0.0,0.0526315789474,57,0.736842105263,149.087719298
2017-11-23 20,0.132936507937,0.79580952381,0.0712380952381,0.0604714285714,0.105403174603,0.349412698413,0.359968253968,0.290603174603,0.825396825397,0.142857142857,0.0,0.015873015873,0.015873015873,63,0.68253968254,146.349206349
2017-11-23 21,0.0982608695652,0.806086956522,0.0956739130435,0.0086152173913,0.00655,0.429326086957,0.281195652174,0.289565217391,0.869565217391,0.0869565217391,0.0217391304348,0.0,0.0217391304348,46,0.739130434783,97.4130434783
2017-11-23 22,0.10474,0.80196,0.07328,0.074156,0.114728,0.34156,0.35586,0.28262,0.92,0.04,0.0,0.02,0.02,50,0.98,208.72
2017-11-23 23,0.129826923077,0.779653846154,0.0905,0.0868403846154,0.126980769231,0.388596153846,0.357019230769,0.254230769231,0.788461538462,0.134615384615,0.0,0.0,0.0769230769231,52,0.903846153846,123.865384615
2017-11-24 00,0.107545454545,0.825818181818,0.0666363636364,0.170842424242,0.221442424242,0.420848484848,0.302393939394,0.276787878788,0.787878787879,0.151515151515,0.0,0.0,0.0606060606061,33,0.69696969697,119.636363636
2017-11-24 01,0.113620689655,0.805862068966,0.0804827586207,0.0662310344828,-0.00925517241379,0.364482758621,0.309310344828,0.326137931034,0.655172413793,0.241379310345,0.0,0.103448275862,0.0,29,0.827586206897,227.551724138
2017-11-24 02,0.126705882353,0.814411764706,0.0588823529412,0.213588235294,0.261629411765,0.360294117647,0.403941176471,0.235823529412,0.588235294118,0.352941176471,0.0,0.0,0.0588235294118,17,1.11764705882,184.235294118
2017-11-24 03,0.122866666667,0.793883333333,0.08325,0.0718766666667,0.079695,0.462916666667,0.288016666667,0.2491,0.75,0.216666666667,0.0,0.0,0.0333333333333,60,0.85,96.2833333333
2017-11-24 04,0.130666666667,0.768717948718,0.100641025641,-0.0238666666667,0.240315384615,0.419871794872,0.396153846154,0.183974358974,0.769230769231,0.153846153846,0.0,0.025641025641,0.0512820512821,39,1.07692307692,141.641025641
2017-11-24 05,0.110386363636,0.830568181818,0.0590681818182,0.151936363636,0.00934318181818,0.3905,0.319931818182,0.289613636364,0.704545454545,0.227272727273,0.0,0.0,0.0681818181818,44,1.06818181818,175.386363636
2017-11-24 06,0.129793103448,0.789862068966,0.0804137931034,0.167989655172,0.204437931034,0.375482758621,0.357206896552,0.267137931034,0.655172413793,0.310344827586,0.0,0.0,0.0344827586207,29,0.793103448276,158.206896552
2017-11-24 07,0.07686,0.84652,0.0766,0.013082,0.204938,0.44588,0.3358,0.21828,0.86,0.08,0.0,0.04,0.02,50,0.68,168.36
2017-11-24 08,0.0936956521739,0.800884057971,0.105405797101,-0.0157768115942,-0.0102347826087,0.374202898551,0.319623188406,0.306144927536,0.753623188406,0.217391304348,0.0,0.0144927536232,0.0144927536232,69,1.04347826087,245.231884058
2017-11-24 09,0.127133333333,0.797066666667,0.0758222222222,0.23574,0.158431111111,0.359866666667,0.342666666667,0.297444444444,0.911111111111,0.0888888888889,0.0,0.0,0.0,45,1.02222222222,189.444444444
2017-11-24 10,0.0834516129032,0.833806451613,0.0827419354839,0.0554193548387,0.0200290322581,0.38535483871,0.316935483871,0.297870967742,0.806451612903,0.193548387097,0.0,0.0,0.0,31,0.741935483871,211.580645161
2017-11-24 11,0.147296296296,0.793518518519,0.0591851851852,0.091137037037,0.010237037037,0.357407407407,0.360962962963,0.281703703704,0.740740740741,0.259259259259,0.0,0.0,0.0,27,1.14814814815,124.259259259
2017-11-24 12,0.126045454545,0.780772727273,0.0932272727273,0.135090909091,0.00992727272727,0.344090909091,0.3485,0.307318181818,0.727272727273,0.181818181818,0.0,0.0,0.0909090909091,22,0.863636363636,162.090909091
2017-11-24 13,0.127454545455,0.790727272727,0.0818181818182,0.119829545455,-0.0591613636364,0.384681818182,0.302727272727,0.3125,0.863636363636,0.0909090909091,0.0,0.0,0.0454545454545,44,0.681818181818,140.659090909
2017-11-24 14,0.145054054054,0.774864864865,0.080027027027,-0.0146432432432,0.147359459459,0.359945945946,0.358756756757,0.281324324324,0.864864864865,0.108108108108,0.0,0.0,0.027027027027,37,0.891891891892,154.378378378
