,time,close,change,last_close
0,2016-03-31 20:00,415.89,-0.0003365141936879224,
1,2016-03-31 21:00,416.1,0.0005046863734680038,415.89
2,2016-03-31 22:00,416.61,0.0012241664866421615,416.1
3,2016-03-31 23:00,416.53,-0.0001920629966630037,416.61
4,2016-04-01 00:00,416.66,0.0003120049920799988,416.53
5,2016-04-01 01:00,415.41,-0.0030090753713199006,416.66
6,2016-04-01 02:00,415.49,0.0001925437435316953,415.41
7,2016-04-01 03:00,416.18,0.001657936469796717,415.49
8,2016-04-01 04:00,415.76,-0.0010101981912642292,416.18
9,2016-04-01 05:00,415.37,-0.0009389219250306626,415.76
10,2016-04-01 06:00,415.49,0.00028881561529761136,415.37
11,2016-04-01 07:00,415.69,0.00048112776347756413,415.49
12,2016-04-01 08:00,416.01,0.0007692122785509799,415.69
13,2016-04-01 09:00,416.68,0.0016079485456465775,416.01
14,2016-04-01 10:00,416.87,0.0004557775805406907,416.68
15,2016-04-01 11:00,417.08,0.000503500527476694,416.87
16,2016-04-01 12:00,416.98,-0.00023981965561889273,417.08
17,2016-04-01 13:00,416.49,-0.0011764988355062764,416.98
18,2016-04-01 14:00,417.11,0.0014864184507683933,416.49
19,2016-04-01 15:00,416.5,-0.0014645858343337662,417.11
20,2016-04-01 16:00,416.93,0.001031348187945235,416.5
21,2016-04-01 17:00,416.48,-0.0010804840568574448,416.93
22,2016-04-01 18:00,416.97,0.0011751444948078016,416.48
23,2016-04-01 19:00,417.68,0.001699865926067754,416.97
24,2016-04-01 20:00,420.0,0.005523809523809507,417.68
25,2016-04-01 21:00,420.07,0.00016663889351773082,420.0
26,2016-04-01 22:00,418.68,-0.003319957963122161,420.07
27,2016-04-01 23:00,418.46,-0.0005257372269751644,418.68
28,2016-04-02 00:00,418.79,0.0007879844313379998,418.46
29,2016-04-02 01:00,419.36,0.0013592140404425628,418.79
30,2016-04-02 02:00,418.98,-0.0009069645329132547,419.36
31,2016-04-02 03:00,419.42,0.0010490677602403265,418.98
32,2016-04-02 04:00,419.43,2.3841880647523794e-05,419.42
33,2016-04-02 05:00,419.39,-9.537661842204265e-05,419.43
34,2016-04-02 06:00,419.37,-4.769058349424568e-05,419.39
35,2016-04-02 07:00,419.5,0.0003098927294397985,419.37
36,2016-04-02 08:00,419.66,0.0003812610208264428,419.5
37,2016-04-02 09:00,419.58,-0.00019066685733362156,419.66
38,2016-04-02 10:00,419.85,0.0006430868167203493,419.58
39,2016-04-02 11:00,419.76,-0.00021440823327623364,419.85
40,2016-04-02 12:00,419.9,0.0003334127173136136,419.76
41,2016-04-02 13:00,419.23,-0.0015981680700330584,419.9
42,2016-04-02 14:00,419.7,0.0011198475101262104,419.23
43,2016-04-02 15:00,419.64,-0.00014297969688304804,419.7
44,2016-04-02 16:00,419.87,0.0005477886012337585,419.64
45,2016-04-02 17:00,419.88,2.3816328474780664e-05,419.87
46,2016-04-02 18:00,419.88,0.0,419.88
47,2016-04-02 19:00,419.95,0.00016668651029882886,419.88
48,2016-04-02 20:00,420.0,0.00011904761904764611,419.95
49,2016-04-02 21:00,420.0,0.0,420.0
50,2016-04-02 22:00,420.05,0.00011903344839902717,420.0
51,2016-04-02 23:00,419.83,-0.0005240216278017943,420.05
52,2016-04-03 00:00,419.51,-0.0007627946890419613,419.83
53,2016-04-03 01:00,419.89,0.000904998928290732,419.51
54,2016-04-03 02:00,419.16,-0.0017415783948849157,419.89
55,2016-04-03 03:00,419.41,0.0005960754393075987,419.16
56,2016-04-03 04:00,419.44,7.152393667740968e-05,419.41
57,2016-04-03 05:00,419.62,0.0004289595348172318,419.44
58,2016-04-03 06:00,419.45,-0.000405292645130566,419.62
59,2016-04-03 07:00,419.71,0.0006194753520287602,419.45
60,2016-04-03 08:00,418.66,-0.002508001719772499,419.71
61,2016-04-03 09:00,419.65,0.002359108781127016,418.66
62,2016-04-03 10:00,420.16,0.0012138233054075774,419.65
63,2016-04-03 11:00,420.73,0.0013547881063865025,420.16
64,2016-04-03 12:00,419.96,-0.0018335079531384862,420.73
65,2016-04-03 13:00,419.98,4.762131530082064e-05,419.96
66,2016-04-03 14:00,419.88,-0.0002381632847480774,419.98
67,2016-04-03 15:00,419.27,-0.0014549097240442047,419.88
68,2016-04-03 16:00,419.48,0.0005006198150091456,419.27
69,2016-04-03 17:00,419.37,-0.0002622982092186223,419.48
70,2016-04-03 18:00,419.99,0.0014762256244196398,419.37
71,2016-04-03 19:00,420.16,0.00040460776846919244,419.99
72,2016-04-03 20:00,420.08,-0.00019043991620653432,420.16
73,2016-04-03 21:00,420.61,0.0012600746534795406,420.08
74,2016-04-03 22:00,420.95,0.0008076968761134933,420.61
75,2016-04-03 23:00,419.96,-0.0023573673683208144,420.95
76,2016-04-04 00:00,419.71,-0.0005956493769507517,419.96
77,2016-04-04 01:00,420.0,0.0006904761904762391,419.71
78,2016-04-04 02:00,419.83,-0.0004049258033013742,420.0
79,2016-04-04 03:00,419.54,-0.0006912332554701902,419.83
80,2016-04-04 04:00,419.44,-0.00023841312225830332,419.54
81,2016-04-04 05:00,419.72,0.0006671114076051405,419.44
82,2016-04-04 06:00,418.77,-0.0022685483678392565,419.72
83,2016-04-04 07:00,418.5,-0.0006451612903225372,418.77
84,2016-04-04 08:00,418.43,-0.00016729202017062156,418.5
85,2016-04-04 09:00,419.08,0.0015510165123603543,418.43
86,2016-04-04 10:00,418.99,-0.00021480226258377286,419.08
87,2016-04-04 11:00,419.01,4.773155771934276e-05,418.99
88,2016-04-04 12:00,419.43,0.001001358987196948,419.01
89,2016-04-04 13:00,419.29,-0.0003338977795797332,419.43
90,2016-04-04 14:00,419.69,0.0009530844194523988,419.29
91,2016-04-04 15:00,419.94,0.0005953231414011525,419.69
92,2016-04-04 16:00,419.03,-0.0021716822184569724,419.94
93,2016-04-04 17:00,419.07,9.544944758637092e-05,419.03
94,2016-04-04 18:00,419.5,0.001025029797377847,419.07
95,2016-04-04 19:00,419.47,-7.151882136975878e-05,419.5
96,2016-04-04 20:00,419.26,-0.0005008825072748089,419.47
97,2016-04-04 21:00,419.5,0.0005721096543504389,419.26
98,2016-04-04 22:00,420.0,0.0011904761904761906,419.5
99,2016-04-04 23:00,421.89,0.004479840716774482,420.0
100,2016-04-05 00:00,423.09,0.0028362759696518203,421.89
101,2016-04-05 01:00,423.24,0.00035440884604487783,423.09
102,2016-04-05 02:00,422.47,-0.0018226146235235205,423.24
103,2016-04-05 03:00,421.94,-0.0012561027634261496,422.47
104,2016-04-05 04:00,421.6,-0.0008064516129031664,421.94
105,2016-04-05 05:00,421.99,0.0009241925164103092,421.6
106,2016-04-05 06:00,421.21,-0.0018518078868023779,421.99
107,2016-04-05 07:00,421.81,0.001422441383561373,421.21
108,2016-04-05 08:00,422.49,0.0016095055504272452,421.81
109,2016-04-05 09:00,422.26,-0.0005446881068536404,422.49
110,2016-04-05 10:00,422.38,0.00028410436100195216,422.26
111,2016-04-05 11:00,422.11,-0.0006396436947714619,422.38
112,2016-04-05 12:00,422.0,-0.00026066350710903706,422.11
113,2016-04-05 13:00,422.14,0.00033164353058223896,422.0
114,2016-04-05 14:00,421.42,-0.001708509325613332,422.14
115,2016-04-05 15:00,421.5,0.00018979833926449367,421.42
116,2016-04-05 16:00,420.69,-0.001925408257862089,421.5
117,2016-04-05 17:00,420.93,0.0005701660608652486,420.69
118,2016-04-05 18:00,421.51,0.0013760053142273826,420.93
119,2016-04-05 19:00,422.36,0.0020125011838242795,421.51
120,2016-04-05 20:00,422.8,0.0010406811731314988,422.36
121,2016-04-05 21:00,422.1,-0.0016583747927031238,422.8
122,2016-04-05 22:00,422.48,0.0008994508615792356,422.1
123,2016-04-05 23:00,422.21,-0.0006394921958268129,422.48
124,2016-04-06 00:00,422.06,-0.0003553997062028557,422.21
125,2016-04-06 01:00,421.88,-0.000426661609936491,422.06
126,2016-04-06 02:00,422.04,0.0003791109847408421,421.88
127,2016-04-06 03:00,421.99,-0.00011848622005263482,422.04
128,2016-04-06 04:00,421.84,-0.000355585055945463,421.99
129,2016-04-06 05:00,421.55,-0.0006879373739769034,421.84
130,2016-04-06 06:00,421.61,0.00014231161499964962,421.55
131,2016-04-06 07:00,421.43,-0.00042711719621291036,421.61
132,2016-04-06 08:00,421.63,0.0004743495481820284,421.43
133,2016-04-06 09:00,422.62,0.0023425299323269347,421.63
