daily_discussion_date,vader_pos,vader_neu,vader_neg,vader_compound,socialsent_compound,socialsent_neu,socialsent_pos,socialsent_neg,None,Long-term Holder,Bitcoin Skeptic,Bearish,Bullish,num_comments,num_child,num_word
2018-02-28 23,0.11034375,0.705125,0.18446875,-0.150459375,-0.222165625,0.332625,0.2719375,0.39540625,0.96875,0.0,0.0,0.0,0.03125,32,1.3125,114.9375
2018-03-01 00,0.154727272727,0.783818181818,0.0614772727273,0.225018181818,0.144025,0.365590909091,0.373477272727,0.260931818182,0.840909090909,0.136363636364,0.0,0.0227272727273,0.0,44,0.727272727273,192.272727273
2018-03-01 01,0.103851851852,0.841740740741,0.0543703703704,0.0816074074074,-0.166659259259,0.385407407407,0.317777777778,0.296777777778,0.666666666667,0.259259259259,0.0,0.0740740740741,0.0,27,0.814814814815,278.925925926
2018-03-01 02,0.13644,0.81216,0.0514,0.120016,-0.025268,0.39672,0.32812,0.27528,0.72,0.24,0.04,0.0,0.0,25,1.08,334.4
2018-03-01 03,0.131064516129,0.769387096774,0.0995161290323,0.0993064516129,0.0633548387097,0.357387096774,0.350838709677,0.291903225806,0.774193548387,0.0967741935484,0.0322580645161,0.0,0.0967741935484,31,0.677419354839,174.903225806
2018-03-01 04,0.107210526316,0.869894736842,0.0229473684211,0.207331578947,0.0908473684211,0.444210526316,0.334157894737,0.221526315789,1.0,0.0,0.0,0.0,0.0,19,0.578947368421,103.842105263
2018-03-01 05,0.135166666667,0.763666666667,0.101125,0.152104166667,-0.00539166666667,0.36775,0.348375,0.283791666667,0.75,0.208333333333,0.0416666666667,0.0,0.0,24,0.916666666667,373.791666667
2018-03-01 06,0.124913043478,0.811173913043,0.0639130434783,0.178473913043,-0.0456173913043,0.376565217391,0.313260869565,0.310304347826,0.826086956522,0.173913043478,0.0,0.0,0.0,23,1.04347826087,229.913043478
2018-03-01 07,0.136473684211,0.795631578947,0.0678947368421,0.259636842105,0.0733105263158,0.377421052632,0.310105263158,0.312421052632,0.842105263158,0.105263157895,0.0,0.0526315789474,0.0,19,0.894736842105,142.157894737
2018-03-01 08,0.140208333333,0.770979166667,0.0888958333333,-0.0273604166667,0.10978125,0.328,0.3848125,0.287208333333,0.791666666667,0.0625,0.0,0.0,0.145833333333,48,0.708333333333,113.25
